kode_matkul,nama_matkul,sks_matakuliah,total_hadir,total_pertemuan,kode_nilai,kategori,npm_mahasiswa,rasio_kehadiran,kategori_encoded,cluster_kmeans,cluster,cluster_dbscan,cluster_agglo,cluster_gmm
SI00212,Analisis Dan Perancangan Sistem Informasi,3,13,14,A,Basic Programming,2231086,0.9285714285714286,2,5,5,40,13,11
SI00234,Machine Learning,3,14,14,A,Machine Learning,2231086,1.0,12,2,2,41,4,11
SI00208,Teknik Pemasaran Digital,3,13,14,A,Marketing,2231086,0.9285714285714286,16,8,8,3,0,11
SI00153,Arsitektur Dan Organisasi Komputer,3,14,14,A,Computer Hardware,2231087,1.0,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231087,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231087,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,13,14,A,Multimedia,2231087,0.9285714285714286,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231087,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,13,14,A,Basic Programming,2231087,0.9285714285714286,2,1,1,24,2,11
SI00157,Animasi 2D,3,13,14,C,Animation,2231087,0.9285714285714286,0,1,1,23,2,8
SI00219,Sistem Basis Data,3,14,14,B,Basis Data,2231087,1.0,3,5,5,20,13,2
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2231087,1.0,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231087,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231087,0.9285714285714286,11,11,11,32,11,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231087,1.0,3,1,1,30,2,11
SI00150,Matematika Sistem Informasi,3,11,14,C,Logical Thinking,2231087,0.7857142857142857,11,3,3,29,3,3
SI00165,Pemograman Web,3,13,14,B,Website Making,2231087,0.9285714285714286,25,8,8,31,0,5
SI00249,Aplikasi Komputer Akuntansi,3,13,14,A,Basic Programming,2231087,0.9285714285714286,2,13,13,25,9,11
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2231087,1.0,22,12,12,28,8,12
SI00232,Kerangka Pengembangan Proyek,3,13,14,A,Logical Thinking,2231087,0.9285714285714286,11,2,2,26,4,11
SIL0094,Lab. Teknologi Game,1,7,8,A,Game Making,2231087,0.875,7,9,9,67,10,9
SI00163,Teknologi Game,3,12,14,B,Game Making,2231087,0.8571428571428571,7,1,1,1,2,8
SI00153,Arsitektur Dan Organisasi Komputer,3,14,14,A,Computer Hardware,2231088,1.0,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231088,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231088,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231088,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231088,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2231088,1.0,2,1,1,24,2,11
SI00157,Animasi 2D,3,12,14,B,Animation,2231088,0.8571428571428571,0,1,1,23,2,8
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2231088,1.0,3,5,5,20,13,11
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231088,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231088,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231088,0.9285714285714286,11,11,11,32,11,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231088,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,13,14,A,Website Making,2231088,0.9285714285714286,25,8,8,31,0,11
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2231088,1.0,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,B,Logical Thinking,2231088,0.9285714285714286,11,3,3,29,3,3
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231088,1.0,11,2,2,26,4,11
SI00249,Aplikasi Komputer Akuntansi,3,11,14,A,Basic Programming,2231088,0.7857142857142857,2,13,13,25,9,11
SI00317,Pemrograman Berorientasi Obyek,3,14,14,B,Basic Programming,2231088,1.0,2,9,9,69,10,9
SIL0124,Lab Machine Learning,1,9,9,A,Machine Learning,2231088,1.0,12,10,10,63,6,10
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2231088,1.0,16,8,8,3,0,11
SIL0092,Lab. Pemograman Berorientasi Obyek,1,8,8,A,Basic Programming,2231088,1.0,2,9,9,64,10,10
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,7,8,A,Logical Thinking,2231088,0.875,11,4,4,65,5,10
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,B,Basic Programming,2231088,1.0,2,5,5,40,13,2
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231089,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231089,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231089,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,B,Multimedia,2231089,1.0,20,8,8,59,0,5
SI00214,Desain Interaksi,3,14,14,A,Design,2231089,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2231089,1.0,2,1,1,24,2,11
SI00157,Animasi 2D,3,14,14,A,Animation,2231089,1.0,0,1,1,23,2,11
SI00219,Sistem Basis Data,3,14,14,C,Basis Data,2231089,1.0,3,5,5,20,13,2
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231089,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231089,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231089,0.9285714285714286,11,11,11,32,11,11
SI00165,Pemograman Web,3,13,14,B,Website Making,2231089,0.9285714285714286,25,8,8,31,0,5
SI00162,Pemograman Basis Data,3,13,14,A,Basis Data,2231089,0.9285714285714286,3,1,1,30,2,11
SI00150,Matematika Sistem Informasi,3,14,14,C,Logical Thinking,2231089,1.0,11,3,3,29,3,3
SI00282,Perintisan Startup Business,3,14,14,B,Startup,2231089,1.0,22,12,12,28,8,12
SI00249,Aplikasi Komputer Akuntansi,3,12,14,B,Basic Programming,2231089,0.8571428571428571,2,13,13,25,9,6
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231089,1.0,11,2,2,26,4,11
SI00317,Pemrograman Berorientasi Obyek,3,12,14,C,Basic Programming,2231089,0.8571428571428571,2,9,9,69,10,9
SI00212,Analisis Dan Perancangan Sistem Informasi,3,13,14,A,Basic Programming,2231089,0.9285714285714286,2,5,5,40,13,11
SIL0124,Lab Machine Learning,1,8,9,B,Machine Learning,2231089,0.8888888888888888,12,10,10,63,6,10
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,7,8,A,Logical Thinking,2231089,0.875,11,4,4,65,5,10
SIL0092,Lab. Pemograman Berorientasi Obyek,1,7,8,C,Basic Programming,2231089,0.875,2,9,9,64,10,10
SI00208,Teknik Pemasaran Digital,3,13,14,A,Marketing,2231089,0.9285714285714286,16,8,8,3,0,11
SI00234,Machine Learning,3,14,14,B,Machine Learning,2231089,1.0,12,2,2,41,4,2
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231090,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231090,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231090,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231090,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231090,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,13,14,A,Basic Programming,2231090,0.9285714285714286,2,1,1,24,2,11
SI00157,Animasi 2D,3,14,14,B,Animation,2231090,1.0,0,1,1,23,2,8
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2231090,1.0,3,5,5,20,13,11
SI00217,Perancangan Situs Web,3,13,14,A,Website Making,2231090,0.9285714285714286,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231090,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,11,14,A,Logical Thinking,2231090,0.7857142857142857,11,11,11,32,11,11
SI00162,Pemograman Basis Data,3,12,14,A,Basis Data,2231090,0.8571428571428571,3,1,1,30,2,11
SI00150,Matematika Sistem Informasi,3,13,14,C,Logical Thinking,2231090,0.9285714285714286,11,3,3,29,3,3
SI00165,Pemograman Web,3,13,14,A,Website Making,2231090,0.9285714285714286,25,8,8,31,0,11
SI00249,Aplikasi Komputer Akuntansi,3,12,14,A,Basic Programming,2231090,0.8571428571428571,2,13,13,25,9,11
SI00282,Perintisan Startup Business,3,12,14,A,Startup,2231090,0.8571428571428571,22,12,12,28,8,12
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231090,1.0,11,2,2,26,4,11
SIL0094,Lab. Teknologi Game,1,7,8,A,Game Making,2231090,0.875,7,9,9,67,10,9
SI00163,Teknologi Game,3,13,14,E,Game Making,2231090,0.9285714285714286,7,1,1,1,2,5
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231092,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,13,14,A,Manajemen,2231092,0.9285714285714286,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231092,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,13,14,A,Multimedia,2231092,0.9285714285714286,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231092,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,13,14,A,Basic Programming,2231092,0.9285714285714286,2,1,1,24,2,11
SI00157,Animasi 2D,3,14,14,A,Animation,2231092,1.0,0,1,1,23,2,11
SI00219,Sistem Basis Data,3,14,14,B,Basis Data,2231092,1.0,3,5,5,20,13,2
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231092,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231092,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,11,14,A,Logical Thinking,2231092,0.7857142857142857,11,11,11,32,11,11
SI00165,Pemograman Web,3,13,14,B,Website Making,2231092,0.9285714285714286,25,8,8,31,0,5
SI00162,Pemograman Basis Data,3,13,14,B,Basis Data,2231092,0.9285714285714286,3,1,1,30,2,8
SI00150,Matematika Sistem Informasi,3,13,14,C,Logical Thinking,2231092,0.9285714285714286,11,3,3,29,3,3
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2231092,1.0,22,12,12,28,8,12
SI00249,Aplikasi Komputer Akuntansi,3,11,14,A,Basic Programming,2231092,0.7857142857142857,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231092,1.0,11,2,2,26,4,11
SIL0094,Lab. Teknologi Game,1,6,8,A,Game Making,2231092,0.75,7,9,9,67,10,9
SI00163,Teknologi Game,3,12,14,B,Game Making,2231092,0.8571428571428571,7,1,1,1,2,8
SI00153,Arsitektur Dan Organisasi Komputer,3,14,14,A,Computer Hardware,2231093,1.0,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231093,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231093,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231093,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231093,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2231093,1.0,2,1,1,24,2,11
SI00157,Animasi 2D,3,14,14,A,Animation,2231093,1.0,0,1,1,23,2,11
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2231093,1.0,3,5,5,20,13,11
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231093,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231093,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231093,0.9285714285714286,11,11,11,32,11,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231093,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,14,14,B,Website Making,2231093,1.0,25,8,8,31,0,5
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2231093,1.0,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,14,14,B,Logical Thinking,2231093,1.0,11,3,3,29,3,3
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231093,1.0,11,2,2,26,4,11
SI00249,Aplikasi Komputer Akuntansi,3,11,14,A,Basic Programming,2231093,0.7857142857142857,2,13,13,25,9,11
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,7,8,A,Logical Thinking,2231093,0.875,11,4,4,65,5,10
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,A,Basic Programming,2231093,1.0,2,5,5,40,13,11
SIL0124,Lab Machine Learning,1,9,9,A,Machine Learning,2231093,1.0,12,10,10,63,6,10
SIL0092,Lab. Pemograman Berorientasi Obyek,1,8,8,A,Basic Programming,2231093,1.0,2,9,9,64,10,10
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2231093,1.0,16,8,8,3,0,11
SI00317,Pemrograman Berorientasi Obyek,3,14,14,B,Basic Programming,2231093,1.0,2,9,9,69,10,9
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231094,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231094,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231094,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231094,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231094,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2231094,1.0,2,1,1,24,2,11
SI00157,Animasi 2D,3,14,14,B,Animation,2231094,1.0,0,1,1,23,2,8
SI00219,Sistem Basis Data,3,14,14,C,Basis Data,2231094,1.0,3,5,5,20,13,2
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231094,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231094,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231094,0.9285714285714286,11,11,11,32,11,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2231094,1.0,25,8,8,31,0,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231094,1.0,3,1,1,30,2,11
SI00150,Matematika Sistem Informasi,3,14,14,A,Logical Thinking,2231094,1.0,11,3,3,29,3,11
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2231094,1.0,22,12,12,28,8,12
SI00249,Aplikasi Komputer Akuntansi,3,14,14,A,Basic Programming,2231094,1.0,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231094,1.0,11,2,2,26,4,11
SIL0094,Lab. Teknologi Game,1,6,8,A,Game Making,2231094,0.75,7,9,9,67,10,9
SI00163,Teknologi Game,3,14,14,C,Game Making,2231094,1.0,7,1,1,1,2,8
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231095,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231095,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231095,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231095,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231095,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,13,14,A,Basic Programming,2231095,0.9285714285714286,2,1,1,24,2,11
SI00157,Animasi 2D,3,14,14,B,Animation,2231095,1.0,0,1,1,23,2,8
SI00219,Sistem Basis Data,3,14,14,C,Basis Data,2231095,1.0,3,5,5,20,13,2
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231095,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231095,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231095,0.9285714285714286,11,11,11,32,11,11
SI00165,Pemograman Web,3,13,14,B,Website Making,2231095,0.9285714285714286,25,8,8,31,0,5
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231095,1.0,3,1,1,30,2,11
SI00150,Matematika Sistem Informasi,3,14,14,C,Logical Thinking,2231095,1.0,11,3,3,29,3,3
SI00282,Perintisan Startup Business,3,14,14,A,Startup,2231095,1.0,22,12,12,28,8,12
SI00249,Aplikasi Komputer Akuntansi,3,14,14,A,Basic Programming,2231095,1.0,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231095,1.0,11,2,2,26,4,11
SI00317,Pemrograman Berorientasi Obyek,3,12,14,C,Basic Programming,2231095,0.8571428571428571,2,9,9,69,10,9
SI00212,Analisis Dan Perancangan Sistem Informasi,3,13,14,A,Basic Programming,2231095,0.9285714285714286,2,5,5,40,13,11
SIL0124,Lab Machine Learning,1,9,9,A,Machine Learning,2231095,1.0,12,10,10,63,6,10
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,7,8,A,Logical Thinking,2231095,0.875,11,4,4,65,5,10
SIL0092,Lab. Pemograman Berorientasi Obyek,1,8,8,B,Basic Programming,2231095,1.0,2,9,9,64,10,10
SI00208,Teknik Pemasaran Digital,3,13,14,A,Marketing,2231095,0.9285714285714286,16,8,8,3,0,11
SI00234,Machine Learning,3,14,14,A,Machine Learning,2231095,1.0,12,2,2,41,4,11
SI00153,Arsitektur Dan Organisasi Komputer,3,14,14,A,Computer Hardware,2231191,1.0,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231191,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231191,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231191,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231191,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2231191,1.0,2,1,1,24,2,11
SI00157,Animasi 2D,3,13,14,B,Animation,2231191,0.9285714285714286,0,1,1,23,2,8
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2231191,1.0,3,5,5,20,13,11
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231191,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231191,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231191,0.9285714285714286,11,11,11,32,11,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231191,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2231191,1.0,25,8,8,31,0,11
SI00282,Perintisan Startup Business,3,13,14,B,Startup,2231191,0.9285714285714286,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,14,14,B,Logical Thinking,2231191,1.0,11,3,3,29,3,3
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231191,1.0,11,2,2,26,4,11
SI00249,Aplikasi Komputer Akuntansi,3,11,14,A,Basic Programming,2231191,0.7857142857142857,2,13,13,25,9,11
SI00317,Pemrograman Berorientasi Obyek,3,12,14,B,Basic Programming,2231191,0.8571428571428571,2,9,9,69,10,9
SIL0124,Lab Machine Learning,1,9,9,A,Machine Learning,2231191,1.0,12,10,10,63,6,10
SI00208,Teknik Pemasaran Digital,3,13,14,A,Marketing,2231191,0.9285714285714286,16,8,8,3,0,11
SIL0092,Lab. Pemograman Berorientasi Obyek,1,6,8,A,Basic Programming,2231191,0.75,2,9,9,64,10,10
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,7,8,A,Logical Thinking,2231191,0.875,11,4,4,65,5,10
SI00212,Analisis Dan Perancangan Sistem Informasi,3,13,14,B,Basic Programming,2231191,0.9285714285714286,2,5,5,40,13,2
SI00153,Arsitektur Dan Organisasi Komputer,3,14,14,A,Computer Hardware,2231096,1.0,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231096,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231096,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231096,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231096,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2231096,1.0,2,1,1,24,2,11
SI00157,Animasi 2D,3,13,14,A,Animation,2231096,0.9285714285714286,0,1,1,23,2,11
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2231096,1.0,3,5,5,20,13,11
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231096,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231096,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231096,0.9285714285714286,11,11,11,32,11,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231096,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2231096,1.0,25,8,8,31,0,11
SI00282,Perintisan Startup Business,3,14,14,B,Startup,2231096,1.0,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,14,14,B,Logical Thinking,2231096,1.0,11,3,3,29,3,3
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2231096,1.0,11,2,2,26,4,11
SI00249,Aplikasi Komputer Akuntansi,3,11,14,A,Basic Programming,2231096,0.7857142857142857,2,13,13,25,9,11
SI00317,Pemrograman Berorientasi Obyek,3,14,14,B,Basic Programming,2231096,1.0,2,9,9,69,10,9
SIL0124,Lab Machine Learning,1,9,9,A,Machine Learning,2231096,1.0,12,10,10,63,6,10
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2231096,1.0,16,8,8,3,0,11
SIL0092,Lab. Pemograman Berorientasi Obyek,1,8,8,A,Basic Programming,2231096,1.0,2,9,9,64,10,10
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,7,8,A,Logical Thinking,2231096,0.875,11,4,4,65,5,10
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,B,Basic Programming,2231096,1.0,2,5,5,40,13,2
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231097,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231097,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231097,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,B,Multimedia,2231097,1.0,20,8,8,59,0,5
SI00214,Desain Interaksi,3,14,14,A,Design,2231097,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,13,14,A,Basic Programming,2231097,0.9285714285714286,2,1,1,24,2,11
SI00157,Animasi 2D,3,12,14,B,Animation,2231097,0.8571428571428571,0,1,1,23,2,8
SI00219,Sistem Basis Data,3,12,14,C,Basis Data,2231097,0.8571428571428571,3,5,5,20,13,5
SI00217,Perancangan Situs Web,3,10,14,A,Website Making,2231097,0.7142857142857143,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,13,14,A,Hardware,2231097,0.9285714285714286,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,12,14,A,Logical Thinking,2231097,0.8571428571428571,11,11,11,32,11,11
SI00165,Pemograman Web,3,13,14,B,Website Making,2231097,0.9285714285714286,25,8,8,31,0,5
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2231097,1.0,3,1,1,30,2,11
SI00150,Matematika Sistem Informasi,3,12,14,B,Logical Thinking,2231097,0.8571428571428571,11,3,3,29,3,3
SI00282,Perintisan Startup Business,3,14,14,B,Startup,2231097,1.0,22,12,12,28,8,12
SI00249,Aplikasi Komputer Akuntansi,3,12,14,B,Basic Programming,2231097,0.8571428571428571,2,13,13,25,9,6
SI00232,Kerangka Pengembangan Proyek,3,11,14,A,Logical Thinking,2231097,0.7857142857142857,11,2,2,26,4,11
SI00317,Pemrograman Berorientasi Obyek,3,12,14,C,Basic Programming,2231097,0.8571428571428571,2,9,9,69,10,9
SI00212,Analisis Dan Perancangan Sistem Informasi,3,12,14,A,Basic Programming,2231097,0.8571428571428571,2,5,5,40,13,11
SIL0124,Lab Machine Learning,1,7,9,B,Machine Learning,2231097,0.7777777777777778,12,10,10,63,6,10
SIL0137,Lab. Analisis Dan Perancangan Sistem Informasi,1,7,8,A,Logical Thinking,2231097,0.875,11,4,4,65,5,10
SIL0092,Lab. Pemograman Berorientasi Obyek,1,5,8,C,Basic Programming,2231097,0.625,2,9,9,64,10,10
SI00208,Teknik Pemasaran Digital,3,11,14,A,Marketing,2231097,0.7857142857142857,16,8,8,3,0,11
SI00234,Machine Learning,3,12,14,B,Machine Learning,2231097,0.8571428571428571,12,2,2,41,4,5
SI00153,Arsitektur Dan Organisasi Komputer,3,13,14,A,Computer Hardware,2231098,0.9285714285714286,4,1,1,62,2,11
SI00151,Pengantar Sistem Informasi,3,14,14,A,Manajemen,2231098,1.0,14,3,3,58,3,11
SI00152,Teknik Pemograman,3,14,14,A,Basic Programming,2231098,1.0,2,1,1,61,2,11
SI00220,Sistem Multimedia,3,14,14,A,Multimedia,2231098,1.0,20,8,8,59,0,11
SI00214,Desain Interaksi,3,14,14,A,Design,2231098,1.0,5,5,5,60,13,11
SI00155,Struktur Data,3,13,14,A,Basic Programming,2231098,0.9285714285714286,2,1,1,24,2,11
SI00157,Animasi 2D,3,14,14,B,Animation,2231098,1.0,0,1,1,23,2,8
SI00219,Sistem Basis Data,3,14,14,C,Basis Data,2231098,1.0,3,5,5,20,13,2
SI00217,Perancangan Situs Web,3,11,14,A,Website Making,2231098,0.7857142857142857,25,8,8,22,0,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2231098,1.0,8,5,5,21,4,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2231098,0.9285714285714286,11,11,11,32,11,11
